name,status,status_message,building_id,bathroom_spot_vent_hour,bedrooms,ceiling_fan,climate_zone_ba,climate_zone_iecc,clothes_dryer,clothes_washer,clothes_washer_presence,cooking_range,cooking_range_schedule,cooling_setpoint,cooling_setpoint_has_offset,cooling_setpoint_offset_magnitude,cooling_setpoint_offset_period,corridor,days_shifted,dehumidifier,dishwasher,door_area,doors,ducts,eaves,electric_vehicle,geometry_attic_type,geometry_building_type_recs,geometry_foundation_type,geometry_garage,geometry_house_size,geometry_number_units,geometry_stories,geometry_wall_type,heating_fuel,heating_setpoint,heating_setpoint_has_offset,heating_setpoint_offset_magnitude,heating_setpoint_offset_period,holiday_lighting,hot_water_distribution,hot_water_fixtures,hvac_system_cooling,hvac_system_cooling_type,hvac_system_heat_pump,hvac_system_heating_electricity,hvac_system_heating_fuel_oil,hvac_system_heating_natural_gas,hvac_system_heating_none,hvac_system_heating_other_fuel,hvac_system_heating_propane,hvac_system_heating_wood,hvac_system_is_heat_pump,infiltration,insulation_crawlspace,insulation_finished_basement,insulation_finished_roof,insulation_interzonal_floor,insulation_pier_beam,insulation_slab,insulation_unfinished_attic,insulation_unfinished_basement,insulation_wall,interior_shading,lighting,lighting_interior_use,lighting_other_use,location,location_city,location_latitude,location_longitude,location_region,location_state,location_weather_filename,location_weather_year,mechanical_ventilation,misc_extra_refrigerator,misc_freezer,misc_gas_fireplace,misc_gas_grill,misc_gas_lighting,misc_hot_tub_spa,misc_pool,misc_pool_heater,misc_pool_pump,misc_pool_schedule,misc_well_pump,natural_ventilation,neighbors,occupants,orientation,overhangs,plug_loads,plug_loads_schedule,pv,radiant_barrier_unfinished_attic,range_spot_vent_hour,refrigeration_schedule,refrigerator,roof_material,setpoint_demand_response,solar_hot_water,units_modeled,units_represented,usage_level,vintage,vintage_acs,water_heater,window_areas,windows,door_area_ft_2,duct_surface_area_ft_2,electricity_central_system_cooling_kwh,electricity_central_system_heating_kwh,electricity_central_system_pumps_cooling_kwh,electricity_central_system_pumps_heating_kwh,electricity_clothes_dryer_kwh,electricity_clothes_washer_kwh,electricity_cooking_range_kwh,electricity_cooling_kwh,electricity_exterior_holiday_lighting_kwh,electricity_exterior_lighting_kwh,electricity_fans_cooling_kwh,electricity_fans_heating_kwh,electricity_freezer_kwh,electricity_garage_lighting_kwh,electricity_heating_kwh,electricity_interior_equipment_kwh,electricity_interior_lighting_kwh,electricity_pumps_cooling_kwh,electricity_pumps_heating_kwh,electricity_pv_kwh,electricity_range_fan_kwh,electricity_water_systems_kwh,floor_area_attic_ft_2,floor_area_conditioned_ft_2,floor_area_lighting_ft_2,fuel_oil_central_system_heating_mbtu,fuel_oil_heating_mbtu,fuel_oil_water_systems_mbtu,hours_cooling_setpoint_not_met,hours_heating_setpoint_not_met,hvac_cooling_capacity_w,hvac_heating_capacity_w,hvac_heating_supp_capacity_w,natural_gas_central_system_heating_therm,natural_gas_heating_therm,natural_gas_hot_tub_heater_therm,natural_gas_interior_equipment_therm,natural_gas_water_systems_therm,net_site_electricity_kwh,net_site_energy_mbtu,propane_central_system_heating_mbtu,propane_clothes_dryer_mbtu,propane_heating_mbtu,propane_interior_equipment_mbtu,propane_water_systems_mbtu,roof_area_ft_2,size_cooling_system_kbtu_h,size_heating_system_kbtu_h,size_water_heater_gal,total_site_electricity_kwh,total_site_energy_mbtu,total_site_fuel_oil_mbtu,total_site_natural_gas_therm,total_site_propane_mbtu,total_site_wood_mbtu,wall_area_above_grade_conditioned_ft_2,wall_area_above_grade_exterior_ft_2,wall_area_below_grade_ft_2,window_area_ft_2,wood_heating_mbtu
diag Autogenerated 202,completed,completed normal,202,Hour23,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day66,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-7, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,1080,0,0,0,0,,,,3830.044118,0,278.8590611,0,0,,34.66827132,45972.30652,4460.90326,1256.468413,0,0,0,,3301.346339,1384,3000,3576,0,0,0,51.17,0,10408.87211,26788.84592,0,0,0,,0,0,59134.59598,201.7754555,0,,0,0,0,1547.36,35.52,91.41,50,59134.59598,201.7754555,0,0,0,0,2402.94,2819.16,817.47,313.61,0
diag Autogenerated 203,completed,completed normal,203,Hour15,3,National Average,Cold,5A,"Propane, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",National Average,72F,No,0F,None,None,Day228,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,8 ACH50,None,None,None,R-19,None,None,"Ceiling R-13, Vented",Ceiling R-19,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,West,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1980s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,640,0,0,0,0,,,,0,0,185.9060407,0,0,,34.66827132,21378.13624,3161.215686,909.0164336,0,0,0,,3997.971083,1288,2000,2576,0,0,0,3160.33,0,0,12804.2242,0,0,0,,28.54059089,0,29666.91375,107.5680458,0,,0,3.487036166,0,1437.81,0,43.69,50,29666.91375,107.5680458,0,28.54059089,3.487036166,0,2303.89,2705.1,767.95,298.76,0
diag Autogenerated 204,completed,completed normal,204,Hour19,4,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day275,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,2 Car,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,5,West,None,100%,National Average,None,None,Hour13,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,740,0,0,0,0,,,,2194.81841,0,185.9060407,0,0,,34.66827132,27852.55958,4390.782762,909.0164336,0,0,0,,3513.597173,2000,2000,2576,0,0,0,199.67,0,4341.456555,17451.59618,0,0,0,,0,0,39081.34867,133.3509902,0,,0,0,0,2880.06,14.81,59.55,50,39081.34867,133.3509902,0,0,0,0,1597.24,2179.02,1309.24,192.76,0
diag Autogenerated 205,completed,completed normal,205,Hour1,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day59,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,1 Car,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-7, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour2,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,740,0,0,0,0,,,,1629.584039,0,349.0694196,564.9771425,0,,37.36246478,38767.69295,5215.352787,1706.829093,0,0,0,,3548.022513,2000,2000,2288,0,0,0,20.17,0,10288.82333,24457.92594,0,0,0,,0,0,51818.89041,176.8132519,0,,0,0,0,2558.06,35.11,83.45,50,51818.89041,176.8132519,0,0,0,0,1546.16,2053.94,1354.16,199.5,0
diag Autogenerated 206,completed,completed normal,206,Hour1,2,National Average,Cold,5A,"Gas, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day220,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,None,0-1499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-19, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,South,None,100%,National Average,None,None,Hour20,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,320,0,0,0,0,,,,933.3114301,0,92.95302036,322.1309966,0,,0,25257.65292,2951.776844,561.5644541,0,0,0,,2819.280016,500,1000,1000,0,0,0,24.33,0,6078.453655,14282.73522,0,0,0,,30.68817435,0,32938.66968,115.4594025,0,,0,0,0,559.02,20.74,48.73,30,32938.66968,115.4594025,0,30.68817435,0,0,1493.33,1562.78,746.67,220.37,0
diag Autogenerated 207,completed,completed normal,207,Hour21,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",National Average,72F,No,0F,None,None,Day19,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,None,None,R-13,None,None,"Ceiling R-38, Vented",Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,West,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1980s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,740,0,0,0,0,,,,0,0,185.9060407,0,0,,34.66827132,21586.96066,3494.346205,909.0164336,0,0,0,,2784.669686,2000,2000,2576,0,0,0,3178.5,0,0,15014.73913,0,0,0,,28.54059089,0,28995.5673,101.7902823,0,,0,0,0,2880.06,0,51.23,50,28995.5673,101.7902823,0,28.54059089,0,0,1597.24,2179.02,1309.24,192.76,0
diag Autogenerated 208,completed,completed normal,208,Hour8,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day190,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,2 Car,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,6,North,None,100%,National Average,None,None,Hour12,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,640,0,0,0,0,,,,1593.609257,0,185.9060407,0,0,,34.66827132,11660.35212,4144.922016,909.0164336,0,0,0,,3782.336714,1000,2000,2576,0,0,0,263.84,4.17,3296.422139,8535.586773,0,0,0,,0,0,22310.81085,76.12758566,0,,0,0,0,1762.02,11.25,29.12,50,22310.81085,76.12758566,0,0,0,0,1198.39,1641.28,910.39,132.93,0
diag Autogenerated 209,completed,completed normal,209,Hour21,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day25,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour10,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,370,0,0,0,0,,,,1594.872776,0,174.5347098,0,0,,65.09542832,20276.00753,3582.402791,1054.430385,0,0,0,,2800.797233,1000,1000,1576,0,0,0,108.83,0,4581.798147,13189.43331,0,0,0,,0,0,29548.14085,100.8223609,0,,0,0,0,1762.02,15.63,45,40,29548.14085,100.8223609,0,0,0,0,1198.39,1641.28,910.39,132.93,0
diag Autogenerated 210,completed,completed normal,210,Hour18,2,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",National Average,72F,No,0F,None,None,Day111,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,7 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-38, Vented",Ceiling R-13,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,West,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1990s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,740,0,0,0,0,,,,1256.353082,0,185.9060407,344.2520763,0,,34.66827132,20924.60927,3478.827555,909.0164336,0,0,0,,2755.676915,2000,2000,2576,0,0,0,32.67,0.17,5255.525159,11601.57719,0,0,0,,23.75509437,0,29889.30964,104.3614197,0,,0,0,0,2880.06,17.93,39.59,40,29889.30964,104.3614197,0,23.75509437,0,0,1597.24,2179.02,1309.24,192.76,0
diag Autogenerated 211,completed,completed normal,211,Hour20,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day9,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,8 ACH50,None,Wall R-10,None,Uninsulated,None,None,"Ceiling R-30, Vented",None,"Wood Stud, R-15","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,East,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1990s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,320,0,0,0,0,,,,849.6083444,0,92.95302036,235.0180664,0,,0,5129.930228,3944.838291,561.5644541,0,0,0,,2617.927645,500,1000,1000,0,0,0,2281.84,260.5,2864.558082,4010.273098,0,0,0,,0,0,13431.84005,45.83130398,0,,0,0,0,559.02,9.77,13.68,40,13431.84005,45.83130398,0,0,0,0,746.67,816.11,746.67,108.37,0
diag Autogenerated 212,completed,completed normal,212,Hour3,3,National Average,Cold,5A,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day280,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 8",Central,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-13, Vented",Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour6,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,370,0,0,0,0,,,,1467.632745,0,92.95302036,265.3811528,0,,0,15453.50263,3207.6261,561.5644541,0,0,0,,3239.245038,1000,1000,1000,0,0,0,264.17,0,3569.565876,9463.761065,0,0,0,,18.45736949,0,24287.90514,84.71900319,0,,0,0,0,1118.03,12.18,32.29,40,24287.90514,84.71900319,0,18.45736949,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 213,completed,completed normal,213,Hour2,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day349,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,2 Car,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-13, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,West,None,100%,National Average,None,None,Hour15,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,320,0,0,0,0,,,,0,0,92.95302036,0,0,,34.66827132,12912.63117,4412.831801,561.5644541,0,0,0,,3710.491635,500,1000,1576,0,0,0,7218,1.5,0,8575.273086,0,0,0,,0,0,21725.14035,74.12919659,0,,0,0,0,1191.34,0,29.26,40,21725.14035,74.12919659,0,0,0,0,937.36,1301.18,649.36,93.77,0
diag Autogenerated 214,completed,completed normal,214,Hour20,3,National Average,Cold,5A,None,"Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day363,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,East,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,720,0,0,0,0,,,,3131.630018,0,185.9060407,0,0,,0,31413.39225,3433.857939,909.0164336,0,0,0,,3120.541575,666.67,2000,2000,0,0,0,136.67,0,7053.177906,18749.8103,0,0,0,,0,0,42194.34425,143.9729635,0,,0,0,0,745.36,24.07,63.98,50,42194.34425,143.9729635,0,0,0,0,1724.35,1816.95,862.18,255.02,0
diag Autogenerated 215,completed,completed normal,215,Hour23,4,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day46,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,2+,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,6 ACH50,None,Wall R-10,None,R-13,None,None,"Ceiling R-38, Vented",None,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,South,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1990s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,1080,0,0,0,0,,,,1024.257169,0,523.6041294,356.6067523,0,,65.09542832,27130.88567,5513.871729,2359.227802,0,0,0,,4708.578977,1384,3000,3576,0,0,0,3872.67,0.17,6993.038507,16209.83372,0,0,0,,0,0,41682.12765,142.2252093,0,,0,0,0,1547.36,23.86,55.31,50,41682.12765,142.2252093,0,0,0,0,2402.94,2819.16,817.47,313.61,0
diag Autogenerated 216,completed,completed normal,216,Hour2,2,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day359,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Crawl,2 Car,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,7 ACH50,"Wall R-10, Unvented",None,None,R-13,None,None,"Ceiling R-38, Vented",None,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,South,None,100%,National Average,None,None,Hour16,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1990s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,740,0,0,0,0,,,,704.2699887,0,185.9060407,246.2540637,0,,34.66827132,22750.17277,3759.542245,909.0164336,0,0,0,,2228.365332,2000,2000,2576,0,0,0,0.5,0,5740.546885,11464.19817,0,0,0,,0,0,30818.19514,105.1559626,0,,0,0,0,2880.06,19.59,39.12,40,30818.19514,105.1559626,0,0,0,0,1597.24,2179.02,654.62,192.76,0
