name,status,status_message,building_id,bathroom_spot_vent_hour,bedrooms,ceiling_fan,climate_zone_ba,climate_zone_iecc,clothes_dryer,clothes_washer,clothes_washer_presence,cooking_range,cooking_range_schedule,cooling_setpoint,cooling_setpoint_has_offset,cooling_setpoint_offset_magnitude,cooling_setpoint_offset_period,corridor,days_shifted,dehumidifier,dishwasher,door_area,doors,ducts,eaves,electric_vehicle,geometry_attic_type,geometry_building_type_recs,geometry_foundation_type,geometry_garage,geometry_house_size,geometry_number_units,geometry_stories,geometry_wall_type,heating_fuel,heating_setpoint,heating_setpoint_has_offset,heating_setpoint_offset_magnitude,heating_setpoint_offset_period,holiday_lighting,hot_water_distribution,hot_water_fixtures,hvac_system_cooling,hvac_system_cooling_type,hvac_system_heat_pump,hvac_system_heating_electricity,hvac_system_heating_fuel_oil,hvac_system_heating_natural_gas,hvac_system_heating_none,hvac_system_heating_other_fuel,hvac_system_heating_propane,hvac_system_heating_wood,hvac_system_is_heat_pump,infiltration,insulation_crawlspace,insulation_finished_basement,insulation_finished_roof,insulation_interzonal_floor,insulation_pier_beam,insulation_slab,insulation_unfinished_attic,insulation_unfinished_basement,insulation_wall,interior_shading,lighting,lighting_interior_use,lighting_other_use,location,location_city,location_latitude,location_longitude,location_region,location_state,location_weather_filename,location_weather_year,mechanical_ventilation,misc_extra_refrigerator,misc_freezer,misc_gas_fireplace,misc_gas_grill,misc_gas_lighting,misc_hot_tub_spa,misc_pool,misc_pool_heater,misc_pool_pump,misc_pool_schedule,misc_well_pump,natural_ventilation,neighbors,occupants,orientation,overhangs,plug_loads,plug_loads_schedule,pv,radiant_barrier_unfinished_attic,range_spot_vent_hour,refrigeration_schedule,refrigerator,roof_material,setpoint_demand_response,solar_hot_water,units_modeled,units_represented,usage_level,vintage,vintage_acs,water_heater,window_areas,windows,door_area_ft_2,duct_surface_area_ft_2,electricity_central_system_cooling_kwh,electricity_central_system_heating_kwh,electricity_central_system_pumps_cooling_kwh,electricity_central_system_pumps_heating_kwh,electricity_clothes_dryer_kwh,electricity_clothes_washer_kwh,electricity_cooking_range_kwh,electricity_cooling_kwh,electricity_exterior_holiday_lighting_kwh,electricity_exterior_lighting_kwh,electricity_fans_cooling_kwh,electricity_fans_heating_kwh,electricity_freezer_kwh,electricity_garage_lighting_kwh,electricity_heating_kwh,electricity_interior_equipment_kwh,electricity_interior_lighting_kwh,electricity_pumps_cooling_kwh,electricity_pumps_heating_kwh,electricity_pv_kwh,electricity_range_fan_kwh,electricity_water_systems_kwh,floor_area_attic_ft_2,floor_area_conditioned_ft_2,floor_area_lighting_ft_2,fuel_oil_central_system_heating_mbtu,fuel_oil_heating_mbtu,fuel_oil_water_systems_mbtu,hours_cooling_setpoint_not_met,hours_heating_setpoint_not_met,hvac_cooling_capacity_w,hvac_heating_capacity_w,hvac_heating_supp_capacity_w,natural_gas_central_system_heating_therm,natural_gas_heating_therm,natural_gas_hot_tub_heater_therm,natural_gas_interior_equipment_therm,natural_gas_water_systems_therm,net_site_electricity_kwh,net_site_energy_mbtu,propane_central_system_heating_mbtu,propane_clothes_dryer_mbtu,propane_heating_mbtu,propane_interior_equipment_mbtu,propane_water_systems_mbtu,roof_area_ft_2,size_cooling_system_kbtu_h,size_heating_system_kbtu_h,size_water_heater_gal,total_site_electricity_kwh,total_site_energy_mbtu,total_site_fuel_oil_mbtu,total_site_natural_gas_therm,total_site_propane_mbtu,total_site_wood_mbtu,wall_area_above_grade_conditioned_ft_2,wall_area_above_grade_exterior_ft_2,wall_area_below_grade_ft_2,window_area_ft_2,wood_heating_mbtu
diag Autogenerated 11,completed,completed normal,11,Hour6,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day226,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-13, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,West,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,<1950,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",20,320,0,0,0,0,,,,1534.798613,0,174.5347098,0,0,,0,13312.32852,3702.87351,1054.430385,0,0,0,,3661.484133,500,1000,1000,0,0,0,231.5,2.17,3684.224901,8825.241534,0,0,0,,0,0,23440.44987,79.9820709,0,,0,0,0,559.02,12.57,30.11,40,23440.44987,79.9820709,0,0,0,0,746.67,816.11,746.67,108.37,0
diag Autogenerated 12,completed,completed normal,12,Hour0,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day211,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,1 Car,1500-2499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-38, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,South,None,100%,National Average,None,None,Hour13,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,740,0,0,0,0,,,,0,0,185.9060407,0,0,,19.89835691,33040.50173,5126.30461,909.0164336,0,0,0,,3280.247292,2000,2000,2288,0,0,0,2609.17,0,0,21126.31091,0,0,0,,0,0,42561.87447,145.2270277,0,,0,0,0,2558.06,0,72.09,50,42561.87447,145.2270277,0,0,0,0,1546.16,2053.94,1354.16,199.5,0
diag Autogenerated 13,completed,completed normal,13,Hour17,4,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day131,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,1 Car,1500-2499,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,8 ACH50,None,Wall R-5,None,R-19,None,None,"Ceiling R-13, Vented",None,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,East,None,100%,National Average,None,None,Hour19,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1980s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,720,0,0,0,0,,,,1561.510381,0,349.0694196,426.6064897,0,,37.36246478,16628.20668,6127.52284,1706.829093,0,0,0,,3996.844228,858.67,2000,2288,0,0,0,2817.5,56.17,6473.959956,10638.48451,0,0,0,,0,0,30833.9516,105.2097258,0,,0,0,0,960.02,22.09,36.3,50,30833.9516,105.2097258,0,0,0,0,1977.35,2286.61,700.68,264.17,0
diag Autogenerated 14,completed,completed normal,14,Hour18,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day77,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 10",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Uninsulated, Vented",None,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,North,None,100%,National Average,None,None,Hour7,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,640,0,0,0,0,,,,1909.265182,0,349.0694196,517.1174731,0,,0,24427.81856,4474.317934,1706.829093,0,0,0,,3908.438821,1000,2000,2000,0,0,0,3265.5,32,11515.93076,17020.91349,0,0,0,,0,0,37292.85649,127.2484064,0,,0,0,0,1118.03,39.29,58.08,50,37292.85649,127.2484064,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 15,completed,completed normal,15,Hour7,4,National Average,Cold,5A,None,"EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day40,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,None,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,East,None,100%,National Average,None,None,Hour22,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,370,0,0,0,0,,,,1599.723554,0,92.95302036,0,0,,0,18194.01978,3627.111598,561.5644541,0,0,0,,4019.553411,1000,1000,1000,0,0,0,166.5,0,4115.703406,11091.00913,0,0,0,,0,0,28094.92581,95.86378936,0,,0,0,0,1118.03,14.04,37.84,40,28094.92581,95.86378936,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 16,completed,completed normal,16,Hour7,2,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day189,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,1 Car,0-1499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Wall R-5,None,R-19,None,None,"Ceiling R-38, Vented",None,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour10,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1980s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,320,0,0,0,0,,,,0,0,92.95302036,0,0,,19.89835691,9229.511698,3219.197984,561.5644541,0,0,0,,3032.065452,500,1000,1288,0,0,0,7748,6.83,0,6443.783947,0,0,0,,0,0,16155.19097,55.12375559,0,,0,0,0,881.01,0,21.99,30,16155.19097,55.12375559,0,0,0,0,847.39,1146.84,655.39,94.68,0
diag Autogenerated 17,completed,completed normal,17,Hour0,3,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day224,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Heated Basement,2 Car,3500+,1,2+,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,3 ACH50,None,Wall R-10,None,R-30,None,None,"Ceiling R-38, Vented",None,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,4,South,None,100%,National Average,None,None,Hour21,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,2000s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,1620,0,0,0,0,,,,972.3246082,0,785.4061941,339.4390322,0,,65.09542832,19160.08451,5070.706887,3337.825864,0,0,0,,3035.693221,1884,4500,5076,0,0,0,2486.17,5,5589.473953,11930.34515,0,0,0,,0,0,32766.57574,111.8041078,0,,0,0,0,2106.38,19.07,40.71,50,32766.57574,111.8041078,0,0,0,0,2860.01,3345.68,1046.01,382.17,0
diag Autogenerated 18,completed,completed normal,18,Hour11,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Gas, 100% Usage",National Average,72F,No,0F,None,None,Day108,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-38, Vented",None,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,1,South,None,100%,National Average,None,None,Hour20,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,640,0,0,0,0,,,,0,0,185.9060407,0,0,,0,13100.47172,3870.814448,909.0164336,0,0,0,,3187.649672,1000,2000,2000,0,0,0,7227.34,0.5,0,9402.575303,0,0,0,,28.54059089,0,21253.85832,75.3744959,0,,0,0,0,1118.03,0,32.08,50,21253.85832,75.3744959,0,28.54059089,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 19,completed,completed normal,19,Hour0,3,National Average,Cold,5A,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day199,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, R-6",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,None,0-1499,1,2+,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,7 ACH50,None,None,None,R-30,None,None,"Ceiling R-49, Vented",Uninsulated,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour10,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,2000s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,320,0,0,0,0,,,,831.5228299,0,92.95302036,292.6022222,0,,0,16577.15829,3224.850454,561.5644541,0,0,0,,3399.788589,500,1000,1000,0,0,0,20.33,0.17,4559.739884,9594.958993,0,0,0,,35.4669466,0,24980.43986,88.78258028,0,,0,0,0,559.02,15.56,32.74,40,24980.43986,88.78258028,0,35.4669466,0,0,1493.33,1562.78,746.67,220.37,0
diag Autogenerated 20,completed,completed normal,20,Hour5,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day9,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,None,1500-2499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-30, Vented",None,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,West,None,100%,National Average,None,None,Hour14,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",20,640,0,0,0,0,,,,2307.71762,0,185.9060407,0,0,,0,16900.611,4522.088734,909.0164336,0,0,0,,2927.128204,1000,2000,2000,0,0,0,284,1.5,4069.090891,11223.31201,0,0,0,,0,0,27752.46803,94.69527582,0,,0,0,0,1118.03,13.88,38.3,50,27752.46803,94.69527582,0,0,0,0,1055.95,1194.84,1055.95,154.76,0
diag Autogenerated 21,completed,completed normal,21,Hour21,2,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day104,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour16,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,960,0,0,0,0,,,,1700.145739,0,278.8590611,0,0,,34.66827132,24162.56491,5117.726406,1256.468413,0,0,0,,3057.896935,1500,3000,3576,0,0,0,166,0,4857.808281,14453.91978,0,0,0,,0,0,35608.32974,121.5005672,0,,0,0,0,2321.04,16.58,49.32,40,35608.32974,121.5005672,0,0,0,0,1411.97,1924.3,1123.97,164.97,0
diag Autogenerated 22,completed,completed normal,22,Hour6,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day5,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,Finished Attic or Cathedral Ceilings,Single-Family Detached,Unheated Basement,2 Car,0-1499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,None,None,None,Electric Baseboard,None,None,None,None,None,,No,15 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-30, Vented",Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,East,None,100%,National Average,None,None,Hour13,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,370,0,0,0,0,,,,0,0,92.95302036,0,0,,34.66827132,13023.63117,4169.125719,561.5644541,0,0,0,,3533.832339,1000,1000,1576,0,0,0,3159.33,0,0,8502.06112,0,0,0,,0,0,21415.77497,73.07359893,0,,0,0,0,1762.02,0,29.01,40,21415.77497,73.07359893,0,0,0,0,1198.39,1641.28,910.39,132.93,0
diag Autogenerated 23,completed,completed normal,23,Hour2,5,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day87,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-7, Vented",None,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",100% CFL,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,West,None,100%,National Average,None,None,Hour17,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1970s,,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",20,960,0,0,0,0,,,,2045.362202,0,278.8590611,0,0,,34.66827132,19689.92422,6566.038943,1256.468413,0,0,0,,4616.358894,1500,3000,3576,0,0,0,162,0,5353.015076,12929.0043,0,0,0,,0,0,34487.68001,117.6767546,0,,0,0,0,2321.04,18.27,44.12,66,34487.68001,117.6767546,0,0,0,0,1411.97,1924.3,1123.97,164.97,0
diag Autogenerated 24,completed,completed normal,24,Hour1,4,National Average,Cold,5A,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day174,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Unfinished Attic,Single-Family Detached,Unheated Basement,2 Car,3500+,1,1,Masonry,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,8 ACH50,None,None,None,Uninsulated,None,None,"Ceiling R-38, Vented",Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,2,South,None,100%,National Average,None,None,Hour18,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1950s,,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",20,1665,0,0,0,0,,,,1209.798308,0,785.4061941,345.0242855,0,,65.09542832,45955.50133,5266.083225,3337.825864,0,0,0,,3341.621397,4500,4500,5076,0,0,0,99,0,7502.508341,27046.76046,0,0,0,,0,0,60306.35603,205.7736635,0,,0,0,0,5675.14,25.6,92.29,66,60306.35603,205.7736635,0,0,0,0,2310.57,3239.57,2022.57,299.76,0
diag Autogenerated 25,completed,completed normal,25,Hour19,3,National Average,Cold,5A,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",National Average,72F,No,0F,None,None,Day90,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,None,Unfinished Attic,Single-Family Detached,Heated Basement,2 Car,2500-3499,1,1,WoodStud,Electricity,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,"AC, SEER 13",Central,None,Electric Baseboard,None,None,None,None,None,,No,10 ACH50,None,Uninsulated,None,Uninsulated,None,None,"Ceiling R-19, Vented",None,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",100% Incandescent,100% Usage,100% Usage,MI_Detroit.Metro.AP.725370,Detroit Metropolitan Arpt,42.22,-83.35,CR04,MI,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,TMY3,None,None,None,None,None,None,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",Left/Right at 15ft,3,West,None,100%,National Average,None,None,Hour12,National Average,EF 15.9,"Asphalt Shingles, Medium",,None,1,1,Medium,1960s,,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",20,960,0,0,0,0,,,,1371.868797,0,523.6041294,479.9904439,0,,65.09542832,24858.91432,4053.102171,2359.227802,0,0,0,,2933.039703,1500,3000,3576,0,0,0,3031,14.83,7469.30293,16874.66581,0,0,0,,0,0,36644.84279,125.0372937,0,,0,0,0,2321.04,25.49,57.58,50,36644.84279,125.0372937,0,0,0,0,1411.97,1924.3,1123.97,164.97,0
