,COP NEEP 50,,,,,,,,,,,
6682,4.687600006,,,,,,,,,,,
6683,4.729600007,,,,,,,,,,,
6684,4.830400007,,,,,,,,,,,
6685,5.015200008,,,,,,,,,,,
6686,5.107600008,,,,,,,,,,,
6687,5.292400009,,,,,,,,,,,
6688,5.384800009,,,,,,,,,,,
6689,5.292400009,,,,,,,,,,,
6690,5.057200008,,,,,,,,,,,
6691,4.922800007,,,,,,,,,,,
6692,4.872400007,,,,,,,,,,,
6693,4.830400007,,,,,,,,,,,
6694,4.687600006,,,,,,,,,,,
6695,4.637200006,,,,,,,,,,,
6696,4.595200006,,,,,,,,,,,
6697,4.452400005,,,,,,,,,,,
6698,4.410400005,,,,,,,,,,,
6699,4.410400005,,,,,,,,,,,
6700,4.309600005,,,,,,,,,,,
6701,4.309600005,,,,,,,,,,,
6702,4.309600005,,,,,,,,,,,
6703,4.267600005,,,,,,,,,,,
6704,4.267600005,,,,,,,,,,,
6705,4.267600005,,,,,,,,,,,
6706,4.309600005,,,,,,,,,,,
6707,4.360000005,,,,,,,,,,,
6708,4.452400005,,,,,,,,,,,
6709,4.452400005,,,,,,,,,,,
6710,4.452400005,,,,,,,,,,,
6711,4.452400005,,,,,,,,,,,
6712,4.452400005,,,,,,,,,,,
6713,4.452400005,,,,,,,,,,,
6714,4.410400005,,,,,,,,,,,
6715,4.410400005,,,,,,,,,,,
6716,4.309600005,,,,,,,,,,,
6717,4.309600005,,,,,,,,,,,
6718,4.309600005,,,,,,,,,,,
6719,4.267600005,,,,,,,,,,,
6720,4.267600005,,,,,,,,,,,
6721,4.267600005,,,,,,,,,,,
6722,4.267600005,,,,,,,,,,,
6723,4.309600005,,,,,,,,,,,
6724,4.309600005,,,,,,,,,,,
6725,4.410400005,,,,,,,,,,,
6726,4.452400005,,,,,,,,,,,
6727,4.502800006,,,,,,,,,,,
6728,4.595200006,,,,,,,,,,,
6729,4.729600007,,,,,,,,,,,
6730,4.830400007,,,,,,,,,,,
6731,4.964800007,,,,,,,,,,,
6732,5.107600008,,,,,,,,,,,
6733,5.250400009,,,,,,,,,,,
6734,5.342800009,,,,,,,,,,,
6735,5.384800009,,,,,,,,,,,
6736,5.292400009,,,,,,,,,,,
6737,5.292400009,,,,,,,,,,,
6738,5.149600008,,,,,,,,,,,
6739,5.015200008,,,,,,,,,,,
6740,5.015200008,,,,,,,,,,,
6741,4.872400007,,,,,,,,,,,
6742,4.922800007,,,,,,,,,,,
6743,4.964800007,,,,,,,,,,,
6744,4.922800007,,,,,,,,,,,
6745,4.872400007,,,,,,,,,,,
6746,4.830400007,,,,,,,,,,,
6747,4.830400007,,,,,,,,,,,
6748,4.830400007,,,,,,,,,,,
6749,4.872400007,,,,,,,,,,,
6750,4.830400007,,,,,,,,,,,
6751,4.872400007,,,,,,,,,,,
6752,4.922800007,,,,,,,,,,,
6753,5.015200008,,,,,,,,,,,
6754,5.200000008,,,,,,,,,,,
6755,5.384800009,,,,,,,,,,,
6756,5.435200009,,,,,,,,,,,
6757,5.52760001,,,,,,,,,,,
6758,5.52760001,,,,,,,,,,,
6759,5.56960001,,,,,,,,,,,
6760,5.52760001,,,,,,,,,,,
6761,5.435200009,,,,,,,,,,,
6762,5.292400009,,,,,,,,,,,
6763,5.200000008,,,,,,,,,,,
6764,5.149600008,,,,,,,,,,,
6765,5.107600008,,,,,,,,,,,
6766,5.057200008,,,,,,,,,,,
6767,4.964800007,,,,,,,,,,,
6768,4.922800007,,,,,,,,,,,
6769,4.830400007,,,,,,,,,,,
6770,4.830400007,,,,,,,,,,,
6771,4.830400007,,,,,,,,,,,
6772,4.729600007,,,,,,,,,,,
6773,4.729600007,,,,,,,,,,,
6774,4.729600007,,,,,,,,,,,
6775,4.687600006,,,,,,,,,,,
6776,4.780000007,,,,,,,,,,,
6777,4.964800007,,,,,,,,,,,
6778,4.964800007,,,,,,,,,,,
6779,5.149600008,,,,,,,,,,,
6780,5.250400009,,,,,,,,,,,
6781,5.342800009,,,,,,,,,,,
6782,5.250400009,,,,,,,,,,,
6783,5.200000008,,,,,,,,,,,
6784,5.149600008,,,,,,,,,,,
6785,5.149600008,,,,,,,,,,,
6786,5.149600008,,,,,,,,,,,
6787,4.964800007,,,,,,,,,,,
6788,4.922800007,,,,,,,,,,,
6789,4.872400007,,,,,,,,,,,
6790,4.922800007,,,,,,,,,,,
6791,4.872400007,,,,,,,,,,,
6792,4.872400007,,,,,,,,,,,
6793,4.872400007,,,,,,,,,,,
6794,4.780000007,,,,,,,,,,,
6795,4.729600007,,,,,,,,,,,
6796,4.637200006,,,,,,,,,,,
6797,4.452400005,,,,,,,,,,,
6798,4.410400005,,,,,,,,,,,
6799,4.217200004,,,,,,,,,,,
6800,4.217200004,,,,,,,,,,,
6801,4.217200004,,,,,,,,,,,
6802,4.217200004,,,,,,,,,,,
6803,4.309600005,,,,,,,,,,,
6804,4.309600005,,,,,,,,,,,
6805,4.309600005,,,,,,,,,,,
6806,4.360000005,,,,,,,,,,,
6807,4.124800004,,,,,,,,,,,
6808,4.082800004,,,,,,,,,,,
6809,3.990400004,,,,,,,,,,,
6810,3.940000003,,,,,,,,,,,
6811,3.940000003,,,,,,,,,,,
6812,3.889600003,,,,,,,,,,,
6813,3.889600003,,,,,,,,,,,
6814,3.847600003,,,,,,,,,,,
6815,3.847600003,,,,,,,,,,,
6816,3.797200003,,,,,,,,,,,
6817,3.755200003,,,,,,,,,,,
6818,3.755200003,,,,,,,,,,,
6819,3.704800002,,,,,,,,,,,
6820,3.704800002,,,,,,,,,,,
6821,3.662800002,,,,,,,,,,,
6822,3.662800002,,,,,,,,,,,
6823,3.662800002,,,,,,,,,,,
6824,3.662800002,,,,,,,,,,,
6825,3.755200003,,,,,,,,,,,
6826,3.755200003,,,,,,,,,,,
6827,3.755200003,,,,,,,,,,,
6828,3.755200003,,,,,,,,,,,
6829,3.847600003,,,,,,,,,,,
6830,3.847600003,,,,,,,,,,,
6831,3.889600003,,,,,,,,,,,
6832,3.847600003,,,,,,,,,,,
6833,3.662800002,,,,,,,,,,,
6834,3.612400002,,,,,,,,,,,
6835,3.612400002,,,,,,,,,,,
6836,3.570400002,,,,,,,,,,,
6837,3.570400002,,,,,,,,,,,
6838,3.570400002,,,,,,,,,,,
6839,3.570400002,,,,,,,,,,,
6840,3.520000002,,,,,,,,,,,
6841,3.520000002,,,,,,,,,,,
6842,3.520000002,,,,,,,,,,,
6843,3.570400002,,,,,,,,,,,
6844,3.570400002,,,,,,,,,,,
6845,3.570400002,,,,,,,,,,,
6846,3.469600001,,,,,,,,,,,
6847,3.520000002,,,,,,,,,,,
6848,3.612400002,,,,,,,,,,,
6849,3.612400002,,,,,,,,,,,
6850,3.847600003,,,,,,,,,,,
6851,3.797200003,,,,,,,,,,,
6852,3.940000003,,,,,,,,,,,
6853,3.990400004,,,,,,,,,,,
6854,4.032400004,,,,,,,,,,,
6855,4.124800004,,,,,,,,,,,
6856,4.124800004,,,,,,,,,,,
6857,4.082800004,,,,,,,,,,,
6858,3.940000003,,,,,,,,,,,
6859,3.755200003,,,,,,,,,,,
6860,3.755200003,,,,,,,,,,,
6861,3.704800002,,,,,,,,,,,
6862,3.662800002,,,,,,,,,,,
6863,3.662800002,,,,,,,,,,,
6864,3.662800002,,,,,,,,,,,
6865,3.612400002,,,,,,,,,,,
6866,3.612400002,,,,,,,,,,,
6867,3.570400002,,,,,,,,,,,
6868,3.570400002,,,,,,,,,,,
6869,3.570400002,,,,,,,,,,,
6870,3.520000002,,,,,,,,,,,
6871,3.520000002,,,,,,,,,,,
6872,3.570400002,,,,,,,,,,,
6873,3.797200003,,,,,,,,,,,
6874,3.940000003,,,,,,,,,,,
6875,4.082800004,,,,,,,,,,,
6876,4.217200004,,,,,,,,,,,
6877,4.267600005,,,,,,,,,,,
6878,4.267600005,,,,,,,,,,,
6879,4.267600005,,,,,,,,,,,
6880,4.267600005,,,,,,,,,,,
6881,4.217200004,,,,,,,,,,,
6882,4.082800004,,,,,,,,,,,
6883,4.032400004,,,,,,,,,,,
6884,3.990400004,,,,,,,,,,,
6885,3.990400004,,,,,,,,,,,
6886,4.032400004,,,,,,,,,,,
6887,4.032400004,,,,,,,,,,,
6888,4.082800004,,,,,,,,,,,
6889,4.032400004,,,,,,,,,,,
6890,3.990400004,,,,,,,,,,,
6891,3.990400004,,,,,,,,,,,
6892,4.032400004,,,,,,,,,,,
6893,4.032400004,,,,,,,,,,,
6894,4.032400004,,,,,,,,,,,
6895,4.082800004,,,,,,,,,,,
6896,4.082800004,,,,,,,,,,,
6897,4.032400004,,,,,,,,,,,
6898,3.940000003,,,,,,,,,,,
6899,4.032400004,,,,,,,,,,,
6900,4.032400004,,,,,,,,,,,
6901,4.032400004,,,,,,,,,,,
6902,4.082800004,,,,,,,,,,,
6903,4.032400004,,,,,,,,,,,
6904,3.990400004,,,,,,,,,,,
6905,3.847600003,,,,,,,,,,,
6906,3.704800002,,,,,,,,,,,
6907,3.612400002,,,,,,,,,,,
6908,3.520000002,,,,,,,,,,,
6909,3.469600001,,,,,,,,,,,
6910,3.377200001,,,,,,,,,,,
6911,3.335200001,,,,,,,,,,,
6912,3.242800001,,,,,,,,,,,
6913,3.1924,,,,,,,,,,,
6914,3.1924,,,,,,,,,,,
6915,3.1504,,,,,,,,,,,
6916,3.1504,,,,,,,,,,,
6917,3.0496,,,,,,,,,,,
6918,3.1,,,,,,,,,,,
6919,3.1504,,,,,,,,,,,
6920,3.284800001,,,,,,,,,,,
6921,3.520000002,,,,,,,,,,,
6922,3.797200003,,,,,,,,,,,
6923,3.940000003,,,,,,,,,,,
6924,4.032400004,,,,,,,,,,,
6925,4.124800004,,,,,,,,,,,
6926,4.217200004,,,,,,,,,,,
6927,4.267600005,,,,,,,,,,,
6928,4.217200004,,,,,,,,,,,
6929,4.175200004,,,,,,,,,,,
6930,4.082800004,,,,,,,,,,,
6931,3.889600003,,,,,,,,,,,
6932,3.940000003,,,,,,,,,,,
6933,3.847600003,,,,,,,,,,,
6934,3.797200003,,,,,,,,,,,
6935,3.797200003,,,,,,,,,,,
6936,3.797200003,,,,,,,,,,,
6937,3.704800002,,,,,,,,,,,
6938,3.662800002,,,,,,,,,,,
6939,3.662800002,,,,,,,,,,,
6940,3.704800002,,,,,,,,,,,
6941,3.662800002,,,,,,,,,,,
6942,3.662800002,,,,,,,,,,,
6943,3.612400002,,,,,,,,,,,
6944,3.755200003,,,,,,,,,,,
6945,3.797200003,,,,,,,,,,,
6946,3.755200003,,,,,,,,,,,
6947,3.889600003,,,,,,,,,,,
6948,3.847600003,,,,,,,,,,,
6949,3.889600003,,,,,,,,,,,
6950,3.847600003,,,,,,,,,,,
6951,3.847600003,,,,,,,,,,,
6952,3.847600003,,,,,,,,,,,
6953,3.797200003,,,,,,,,,,,
6954,3.704800002,,,,,,,,,,,
6955,3.662800002,,,,,,,,,,,
6956,3.570400002,,,,,,,,,,,
6957,3.469600001,,,,,,,,,,,
6958,3.377200001,,,,,,,,,,,
6959,3.335200001,,,,,,,,,,,
6960,3.284800001,,,,,,,,,,,
6961,3.1924,,,,,,,,,,,
6962,3.1504,,,,,,,,,,,
6963,3.1,,,,,,,,,,,
6964,3.1504,,,,,,,,,,,
6965,3.0496,,,,,,,,,,,
6966,3.1,,,,,,,,,,,
6967,3.1,,,,,,,,,,,
6968,3.1,,,,,,,,,,,
6969,3.427600001,,,,,,,,,,,
6970,3.520000002,,,,,,,,,,,
6971,3.612400002,,,,,,,,,,,
6972,3.797200003,,,,,,,,,,,
6973,3.889600003,,,,,,,,,,,
6974,3.940000003,,,,,,,,,,,
6975,4.032400004,,,,,,,,,,,
6976,4.082800004,,,,,,,,,,,
6977,4.032400004,,,,,,,,,,,
6978,3.889600003,,,,,,,,,,,
6979,3.755200003,,,,,,,,,,,
6980,3.662800002,,,,,,,,,,,
6981,3.612400002,,,,,,,,,,,
6982,3.570400002,,,,,,,,,,,
6983,3.570400002,,,,,,,,,,,
6984,3.469600001,,,,,,,,,,,
6985,3.570400002,,,,,,,,,,,
6986,3.570400002,,,,,,,,,,,
6987,3.469600001,,,,,,,,,,,
6988,3.427600001,,,,,,,,,,,
6989,3.427600001,,,,,,,,,,,
6990,3.469600001,,,,,,,,,,,
6991,3.469600001,,,,,,,,,,,
6992,3.570400002,,,,,,,,,,,
6993,3.847600003,,,,,,,,,,,
6994,3.940000003,,,,,,,,,,,
6995,4.032400004,,,,,,,,,,,
6996,4.217200004,,,,,,,,,,,
6997,4.309600005,,,,,,,,,,,
6998,4.360000005,,,,,,,,,,,
6999,4.309600005,,,,,,,,,,,
7000,4.124800004,,,,,,,,,,,
7001,3.990400004,,,,,,,,,,,
7002,3.940000003,,,,,,,,,,,
7003,3.847600003,,,,,,,,,,,
7004,3.889600003,,,,,,,,,,,
7005,3.889600003,,,,,,,,,,,
7006,3.889600003,,,,,,,,,,,
7007,3.940000003,,,,,,,,,,,
7008,3.940000003,,,,,,,,,,,
7009,3.940000003,,,,,,,,,,,
7010,3.990400004,,,,,,,,,,,
7011,3.889600003,,,,,,,,,,,
7012,3.847600003,,,,,,,,,,,
7013,3.847600003,,,,,,,,,,,
7014,3.797200003,,,,,,,,,,,
7015,3.797200003,,,,,,,,,,,
7016,3.940000003,,,,,,,,,,,
7017,4.032400004,,,,,,,,,,,
7018,4.082800004,,,,,,,,,,,
7019,4.217200004,,,,,,,,,,,
7020,4.360000005,,,,,,,,,,,
7021,3.940000003,,,,,,,,,,,
7022,3.662800002,,,,,,,,,,,
7023,3.847600003,,,,,,,,,,,
7024,3.847600003,,,,,,,,,,,
7025,3.570400002,,,,,,,,,,,
7026,3.520000002,,,,,,,,,,,
7027,3.469600001,,,,,,,,,,,
7028,3.427600001,,,,,,,,,,,
7029,3.377200001,,,,,,,,,,,
7030,3.335200001,,,,,,,,,,,
7031,3.335200001,,,,,,,,,,,
7032,3.335200001,,,,,,,,,,,
7033,3.335200001,,,,,,,,,,,
7034,3.335200001,,,,,,,,,,,
7035,3.335200001,,,,,,,,,,,
7036,3.335200001,,,,,,,,,,,
7037,3.335200001,,,,,,,,,,,
7038,3.335200001,,,,,,,,,,,
7039,3.284800001,,,,,,,,,,,
7040,3.335200001,,,,,,,,,,,
7041,3.377200001,,,,,,,,,,,
7042,3.377200001,,,,,,,,,,,
7043,3.469600001,,,,,,,,,,,
7044,3.520000002,,,,,,,,,,,
7045,3.520000002,,,,,,,,,,,
7046,3.612400002,,,,,,,,,,,
7047,3.662800002,,,,,,,,,,,
7048,3.662800002,,,,,,,,,,,
7049,3.662800002,,,,,,,,,,,
7050,3.570400002,,,,,,,,,,,
7051,3.427600001,,,,,,,,,,,
7052,3.427600001,,,,,,,,,,,
7053,3.469600001,,,,,,,,,,,
7054,3.520000002,,,,,,,,,,,
7055,3.520000002,,,,,,,,,,,
7056,3.520000002,,,,,,,,,,,
7057,3.520000002,,,,,,,,,,,
7058,3.377200001,,,,,,,,,,,
7059,3.377200001,,,,,,,,,,,
7060,3.284800001,,,,,,,,,,,
7061,3.284800001,,,,,,,,,,,
7062,3.335200001,,,,,,,,,,,
7063,3.335200001,,,,,,,,,,,
7064,3.377200001,,,,,,,,,,,
7065,3.520000002,,,,,,,,,,,
7066,3.662800002,,,,,,,,,,,
7067,3.797200003,,,,,,,,,,,
7068,3.990400004,,,,,,,,,,,
7069,4.175200004,,,,,,,,,,,
7070,4.267600005,,,,,,,,,,,
7071,4.309600005,,,,,,,,,,,
7072,4.267600005,,,,,,,,,,,
7073,4.217200004,,,,,,,,,,,
7074,4.032400004,,,,,,,,,,,
7075,3.847600003,,,,,,,,,,,
7076,3.797200003,,,,,,,,,,,
7077,3.704800002,,,,,,,,,,,
7078,3.704800002,,,,,,,,,,,
7079,3.520000002,,,,,,,,,,,
7080,3.570400002,,,,,,,,,,,
7081,3.520000002,,,,,,,,,,,
7082,3.570400002,,,,,,,,,,,
7083,3.612400002,,,,,,,,,,,
7084,3.520000002,,,,,,,,,,,
7085,3.570400002,,,,,,,,,,,
7086,3.612400002,,,,,,,,,,,
7087,3.612400002,,,,,,,,,,,
7088,3.662800002,,,,,,,,,,,
7089,3.797200003,,,,,,,,,,,
7090,3.990400004,,,,,,,,,,,
7091,3.990400004,,,,,,,,,,,
7092,4.124800004,,,,,,,,,,,
7093,4.124800004,,,,,,,,,,,
7094,4.082800004,,,,,,,,,,,
7095,4.082800004,,,,,,,,,,,
7096,4.032400004,,,,,,,,,,,
7097,4.032400004,,,,,,,,,,,
7098,3.940000003,,,,,,,,,,,
7099,3.797200003,,,,,,,,,,,
7100,3.755200003,,,,,,,,,,,
7101,3.704800002,,,,,,,,,,,
7102,3.612400002,,,,,,,,,,,
7103,3.520000002,,,,,,,,,,,
7104,3.427600001,,,,,,,,,,,
7105,3.427600001,,,,,,,,,,,
7106,3.335200001,,,,,,,,,,,
7107,3.284800001,,,,,,,,,,,
7108,3.242800001,,,,,,,,,,,
7109,3.1924,,,,,,,,,,,
7110,3.1504,,,,,,,,,,,
7111,3.1504,,,,,,,,,,,
7112,3.284800001,,,,,,,,,,,
7113,3.520000002,,,,,,,,,,,
7114,3.662800002,,,,,,,,,,,
7115,3.755200003,,,,,,,,,,,
7116,3.797200003,,,,,,,,,,,
7117,3.847600003,,,,,,,,,,,
7118,3.889600003,,,,,,,,,,,
7119,3.990400004,,,,,,,,,,,
7120,3.940000003,,,,,,,,,,,
7121,3.889600003,,,,,,,,,,,
7122,3.704800002,,,,,,,,,,,
7123,3.662800002,,,,,,,,,,,
7124,3.570400002,,,,,,,,,,,
7125,3.520000002,,,,,,,,,,,
7126,3.427600001,,,,,,,,,,,
7127,3.377200001,,,,,,,,,,,
7128,3.284800001,,,,,,,,,,,
7129,3.242800001,,,,,,,,,,,
7130,3.1924,,,,,,,,,,,
7131,3.1504,,,,,,,,,,,
7132,3.1504,,,,,,,,,,,
7133,3.1924,,,,,,,,,,,
7134,3.1504,,,,,,,,,,,
7135,3.1504,,,,,,,,,,,
7136,3.284800001,,,,,,,,,,,
7137,3.520000002,,,,,,,,,,,
7138,3.704800002,,,,,,,,,,,
7139,3.847600003,,,,,,,,,,,
7140,3.889600003,,,,,,,,,,,
7141,3.940000003,,,,,,,,,,,
7142,3.940000003,,,,,,,,,,,
7143,3.889600003,,,,,,,,,,,
7144,3.889600003,,,,,,,,,,,
7145,3.797200003,,,,,,,,,,,
7146,3.755200003,,,,,,,,,,,
7147,3.704800002,,,,,,,,,,,
7148,3.704800002,,,,,,,,,,,
7149,3.662800002,,,,,,,,,,,
7150,3.662800002,,,,,,,,,,,
7151,3.662800002,,,,,,,,,,,
7152,3.662800002,,,,,,,,,,,
7153,3.662800002,,,,,,,,,,,
7154,3.662800002,,,,,,,,,,,
7155,3.662800002,,,,,,,,,,,
7156,3.662800002,,,,,,,,,,,
7157,3.662800002,,,,,,,,,,,
7158,3.662800002,,,,,,,,,,,
7159,3.755200003,,,,,,,,,,,
7160,3.797200003,,,,,,,,,,,
7161,3.847600003,,,,,,,,,,,
7162,3.889600003,,,,,,,,,,,
7163,3.940000003,,,,,,,,,,,
7164,3.940000003,,,,,,,,,,,
7165,4.032400004,,,,,,,,,,,
7166,3.990400004,,,,,,,,,,,
7167,4.032400004,,,,,,,,,,,
7168,3.990400004,,,,,,,,,,,
7169,3.940000003,,,,,,,,,,,
7170,3.940000003,,,,,,,,,,,
7171,3.889600003,,,,,,,,,,,
7172,3.889600003,,,,,,,,,,,
7173,3.847600003,,,,,,,,,,,
7174,3.847600003,,,,,,,,,,,
7175,3.797200003,,,,,,,,,,,
7176,3.755200003,,,,,,,,,,,
7177,3.704800002,,,,,,,,,,,
7178,3.704800002,,,,,,,,,,,
7179,3.662800002,,,,,,,,,,,
7180,3.662800002,,,,,,,,,,,
7181,3.662800002,,,,,,,,,,,
7182,3.662800002,,,,,,,,,,,
7183,3.662800002,,,,,,,,,,,
7184,3.662800002,,,,,,,,,,,
7185,3.662800002,,,,,,,,,,,
7186,3.662800002,,,,,,,,,,,
7187,3.662800002,,,,,,,,,,,
7188,3.704800002,,,,,,,,,,,
7189,3.704800002,,,,,,,,,,,
7190,3.755200003,,,,,,,,,,,
7191,3.704800002,,,,,,,,,,,
7192,3.704800002,,,,,,,,,,,
7193,3.704800002,,,,,,,,,,,
7194,3.662800002,,,,,,,,,,,
7195,3.662800002,,,,,,,,,,,
7196,3.662800002,,,,,,,,,,,
7197,3.612400002,,,,,,,,,,,
7198,3.612400002,,,,,,,,,,,
7199,3.612400002,,,,,,,,,,,
7200,3.612400002,,,,,,,,,,,
7201,3.612400002,,,,,,,,,,,
7202,3.570400002,,,,,,,,,,,
7203,3.570400002,,,,,,,,,,,
7204,3.570400002,,,,,,,,,,,
7205,3.570400002,,,,,,,,,,,
7206,3.570400002,,,,,,,,,,,
7207,3.520000002,,,,,,,,,,,
7208,3.570400002,,,,,,,,,,,
7209,3.612400002,,,,,,,,,,,
7210,3.612400002,,,,,,,,,,,
7211,3.612400002,,,,,,,,,,,
7212,3.662800002,,,,,,,,,,,
7213,3.755200003,,,,,,,,,,,
7214,3.847600003,,,,,,,,,,,
7215,3.847600003,,,,,,,,,,,
7216,3.797200003,,,,,,,,,,,
7217,3.797200003,,,,,,,,,,,
7218,3.797200003,,,,,,,,,,,
7219,3.847600003,,,,,,,,,,,
7220,3.847600003,,,,,,,,,,,
7221,3.755200003,,,,,,,,,,,
7222,3.704800002,,,,,,,,,,,
7223,3.662800002,,,,,,,,,,,
7224,3.662800002,,,,,,,,,,,
7225,3.612400002,,,,,,,,,,,
7226,3.612400002,,,,,,,,,,,
7227,3.612400002,,,,,,,,,,,
7228,3.570400002,,,,,,,,,,,
7229,3.520000002,,,,,,,,,,,
7230,3.520000002,,,,,,,,,,,
7231,3.612400002,,,,,,,,,,,
7232,3.662800002,,,,,,,,,,,
7233,3.704800002,,,,,,,,,,,
7234,3.704800002,,,,,,,,,,,
7235,3.797200003,,,,,,,,,,,
7236,3.889600003,,,,,,,,,,,
7237,3.940000003,,,,,,,,,,,
7238,4.082800004,,,,,,,,,,,
7239,4.124800004,,,,,,,,,,,
7240,4.124800004,,,,,,,,,,,
7241,4.032400004,,,,,,,,,,,
7242,3.889600003,,,,,,,,,,,
7243,3.847600003,,,,,,,,,,,
7244,3.704800002,,,,,,,,,,,
7245,3.662800002,,,,,,,,,,,
7246,3.612400002,,,,,,,,,,,
7247,3.520000002,,,,,,,,,,,
7248,3.520000002,,,,,,,,,,,
7249,3.520000002,,,,,,,,,,,
7250,3.335200001,,,,,,,,,,,
7251,3.335200001,,,,,,,,,,,
7252,3.335200001,,,,,,,,,,,
7253,3.284800001,,,,,,,,,,,
7254,3.335200001,,,,,,,,,,,
7255,3.377200001,,,,,,,,,,,
7256,3.427600001,,,,,,,,,,,
7257,3.662800002,,,,,,,,,,,
7258,3.847600003,,,,,,,,,,,
7259,4.082800004,,,,,,,,,,,
7260,4.124800004,,,,,,,,,,,
7261,4.175200004,,,,,,,,,,,
7262,4.175200004,,,,,,,,,,,
7263,4.124800004,,,,,,,,,,,
7264,4.082800004,,,,,,,,,,,
7265,4.124800004,,,,,,,,,,,
7266,4.175200004,,,,,,,,,,,
7267,4.175200004,,,,,,,,,,,
7268,4.124800004,,,,,,,,,,,
7269,4.124800004,,,,,,,,,,,
7270,4.124800004,,,,,,,,,,,
7271,4.309600005,,,,,,,,,,,
7272,4.309600005,,,,,,,,,,,
7273,4.267600005,,,,,,,,,,,
7274,4.217200004,,,,,,,,,,,
7275,4.267600005,,,,,,,,,,,
7276,4.217200004,,,,,,,,,,,
7277,4.217200004,,,,,,,,,,,
7278,4.267600005,,,,,,,,,,,
7279,4.267600005,,,,,,,,,,,
7280,4.309600005,,,,,,,,,,,
7281,4.309600005,,,,,,,,,,,
7282,4.267600005,,,,,,,,,,,
7283,4.217200004,,,,,,,,,,,
7284,4.175200004,,,,,,,,,,,
7285,4.124800004,,,,,,,,,,,
7286,4.175200004,,,,,,,,,,,
7287,4.175200004,,,,,,,,,,,
7288,4.175200004,,,,,,,,,,,
7289,4.175200004,,,,,,,,,,,
7290,4.032400004,,,,,,,,,,,
7291,3.940000003,,,,,,,,,,,
7292,3.847600003,,,,,,,,,,,
7293,3.847600003,,,,,,,,,,,
7294,3.889600003,,,,,,,,,,,
7295,3.889600003,,,,,,,,,,,
7296,3.797200003,,,,,,,,,,,
7297,3.847600003,,,,,,,,,,,
7298,3.847600003,,,,,,,,,,,
7299,3.847600003,,,,,,,,,,,
7300,3.847600003,,,,,,,,,,,
7301,3.847600003,,,,,,,,,,,
7302,3.797200003,,,,,,,,,,,
7303,3.797200003,,,,,,,,,,,
7304,3.797200003,,,,,,,,,,,
7305,3.797200003,,,,,,,,,,,
7306,3.797200003,,,,,,,,,,,
7307,3.797200003,,,,,,,,,,,
7308,3.755200003,,,,,,,,,,,
7309,3.797200003,,,,,,,,,,,
7310,3.755200003,,,,,,,,,,,
7311,3.755200003,,,,,,,,,,,
7312,3.704800002,,,,,,,,,,,
7313,3.662800002,,,,,,,,,,,
7314,3.662800002,,,,,,,,,,,
7315,3.662800002,,,,,,,,,,,
7316,3.662800002,,,,,,,,,,,
7317,3.662800002,,,,,,,,,,,
7318,3.704800002,,,,,,,,,,,
7319,3.704800002,,,,,,,,,,,
7320,3.704800002,,,,,,,,,,,
7321,3.662800002,,,,,,,,,,,
7322,3.704800002,,,,,,,,,,,
7323,3.662800002,,,,,,,,,,,
7324,3.612400002,,,,,,,,,,,
7325,3.612400002,,,,,,,,,,,
7326,3.612400002,,,,,,,,,,,
7327,3.612400002,,,,,,,,,,,
7328,3.662800002,,,,,,,,,,,
7329,3.662800002,,,,,,,,,,,
7330,3.755200003,,,,,,,,,,,
7331,3.704800002,,,,,,,,,,,
7332,3.755200003,,,,,,,,,,,
7333,3.755200003,,,,,,,,,,,
7334,3.847600003,,,,,,,,,,,
7335,3.847600003,,,,,,,,,,,
7336,3.847600003,,,,,,,,,,,
7337,3.755200003,,,,,,,,,,,
7338,3.704800002,,,,,,,,,,,
7339,3.662800002,,,,,,,,,,,
7340,3.662800002,,,,,,,,,,,
7341,3.662800002,,,,,,,,,,,
7342,3.662800002,,,,,,,,,,,
7343,3.612400002,,,,,,,,,,,
7344,3.612400002,,,,,,,,,,,
7345,3.570400002,,,,,,,,,,,
7346,3.570400002,,,,,,,,,,,
7347,3.570400002,,,,,,,,,,,
7348,3.520000002,,,,,,,,,,,
7349,3.520000002,,,,,,,,,,,
7350,3.520000002,,,,,,,,,,,
7351,3.469600001,,,,,,,,,,,
7352,3.520000002,,,,,,,,,,,
7353,3.662800002,,,,,,,,,,,
7354,3.662800002,,,,,,,,,,,
7355,3.797200003,,,,,,,,,,,
7356,3.755200003,,,,,,,,,,,
7357,3.847600003,,,,,,,,,,,
7358,3.847600003,,,,,,,,,,,
7359,3.847600003,,,,,,,,,,,
7360,3.797200003,,,,,,,,,,,
7361,3.704800002,,,,,,,,,,,
7362,3.612400002,,,,,,,,,,,
7363,3.570400002,,,,,,,,,,,
7364,3.469600001,,,,,,,,,,,
7365,3.377200001,,,,,,,,,,,
7366,3.335200001,,,,,,,,,,,
7367,3.377200001,,,,,,,,,,,
7368,3.427600001,,,,,,,,,,,
7369,3.377200001,,,,,,,,,,,
7370,3.427600001,,,,,,,,,,,
7371,3.469600001,,,,,,,,,,,
7372,3.469600001,,,,,,,,,,,
7373,3.469600001,,,,,,,,,,,
7374,3.520000002,,,,,,,,,,,
7375,3.570400002,,,,,,,,,,,
7376,3.704800002,,,,,,,,,,,
7377,3.847600003,,,,,,,,,,,
7378,3.990400004,,,,,,,,,,,
7379,3.990400004,,,,,,,,,,,
7380,4.082800004,,,,,,,,,,,
7381,4.082800004,,,,,,,,,,,
